Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
28/12/2010,Stoke,Fulham,0,2,A
28/12/2010,Sunderland,Blackpool,0,2,A
28/12/2010,Tottenham,Newcastle,2,0,H
28/12/2010,WestBromwichAlbion,Blackburn,1,3,A
28/12/2010,WestHamUnited,Everton,1,1,D
27/12/2010,Arsenal,Chelsea,3,1,H
26/12/2010,AstonVilla,Tottenham,1,2,A
26/12/2010,Blackburn,Stoke,0,2,A
26/12/2010,Bolton,WestBromwichAlbion,2,0,H
26/12/2010,Fulham,WestHamUnited,1,3,A
26/12/2010,ManchesterUnited,Sunderland,2,0,H
26/12/2010,Newcastle,ManCity,1,3,A
26/12/2010,Wolves,Wigan,1,2,A
20/12/2010,ManCity,Everton,1,2,A
18/12/2010,Blackburn,WestHamUnited,1,1,D
18/12/2010,Sunderland,Bolton,1,0,H
13/12/2010,ManchesterUnited,Arsenal,1,0,H
12/12/2010,Bolton,Blackburn,2,1,H
12/12/2010,Tottenham,Chelsea,1,1,D
12/12/2010,Wolves,Birmingham,1,0,H
11/12/2010,AstonVilla,WestBromwichAlbion,2,1,H
11/12/2010,Everton,Wigan,0,0,D
11/12/2010,Fulham,Sunderland,0,0,D
11/12/2010,Newcastle,Liverpool,3,1,H
11/12/2010,Stoke,Blackpool,0,1,A
11/12/2010,WestHamUnited,ManCity,1,3,A
06/12/2010,Liverpool,AstonVilla,3,0,H
05/12/2010,Sunderland,WestHamUnited,1,0,H
05/12/2010,WestBromwichAlbion,Newcastle,3,1,H
04/12/2010,Arsenal,Fulham,2,1,H
04/12/2010,Birmingham,Tottenham,1,1,D
04/12/2010,Blackburn,Wolves,3,0,H
04/12/2010,Chelsea,Everton,1,1,D
04/12/2010,ManCity,Bolton,1,0,H
04/12/2010,Wigan,Stoke,2,2,D
28/11/2010,Newcastle,Chelsea,1,1,D
28/11/2010,Tottenham,Liverpool,2,1,H
27/11/2010,AstonVilla,Arsenal,2,4,A
27/11/2010,Bolton,Blackpool,2,2,D
27/11/2010,Everton,WestBromwichAlbion,1,4,A
27/11/2010,Fulham,Birmingham,1,1,D
27/11/2010,ManchesterUnited,Blackburn,7,1,H
27/11/2010,Stoke,ManCity,1,1,D
27/11/2010,WestHamUnited,Wigan,3,1,H
27/11/2010,Wolves,Sunderland,3,2,H
22/11/2010,Sunderland,Everton,2,2,D
21/11/2010,Blackburn,AstonVilla,2,0,H
21/11/2010,Fulham,ManCity,1,4,A
20/11/2010,Arsenal,Tottenham,2,3,A
20/11/2010,Birmingham,Chelsea,1,0,H
20/11/2010,Blackpool,Wolves,2,1,H
20/11/2010,Bolton,Newcastle,5,1,H
20/11/2010,Liverpool,WestHamUnited,3,0,H
20/11/2010,ManchesterUnited,Wigan,2,0,H
20/11/2010,WestBromwichAlbion,Stoke,0,3,A
14/11/2010,Chelsea,Sunderland,0,3,A
14/11/2010,Everton,Arsenal,1,2,A
13/11/2010,AstonVilla,ManchesterUnited,2,2,D
13/11/2010,ManCity,Birmingham,0,0,D
13/11/2010,Newcastle,Fulham,0,0,D
13/11/2010,Stoke,Liverpool,2,0,H
13/11/2010,Tottenham,Blackburn,4,2,H
13/11/2010,WestHamUnited,Blackpool,0,0,D
13/11/2010,Wigan,WestBromwichAlbion,1,0,H
13/11/2010,Wolves,Bolton,2,3,A
10/11/2010,AstonVilla,Blackpool,3,2,H
10/11/2010,Chelsea,Fulham,1,0,H
10/11/2010,Everton,Bolton,1,1,D
10/11/2010,ManCity,ManchesterUnited,0,0,D
10/11/2010,Newcastle,Blackburn,1,2,A
10/11/2010,WestHamUnited,WestBromwichAlbion,2,2,D
10/11/2010,Wigan,Liverpool,1,1,D
10/11/2010,Wolves,Arsenal,0,2,A
09/11/2010,Stoke,Birmingham,3,2,H
09/11/2010,Tottenham,Sunderland,1,1,D
07/11/2010,Arsenal,Newcastle,0,1,A
07/11/2010,Liverpool,Chelsea,2,0,H
07/11/2010,WestBromwichAlbion,ManCity,0,2,A
06/11/2010,Birmingham,WestHamUnited,2,2,D
06/11/2010,Blackburn,Wigan,2,1,H
06/11/2010,Blackpool,Everton,2,2,D
06/11/2010,Bolton,Tottenham,4,2,H
06/11/2010,Fulham,AstonVilla,1,1,D
06/11/2010,ManchesterUnited,Wolves,2,1,H
06/11/2010,Sunderland,Stoke,2,0,H
01/11/2010,Blackpool,WestBromwichAlbion,2,1,H
31/10/2010,AstonVilla,Birmingham,0,0,D
31/10/2010,Bolton,Liverpool,0,1,A
31/10/2010,Newcastle,Sunderland,5,1,H
30/10/2010,Arsenal,WestHamUnited,1,0,H
30/10/2010,Blackburn,Chelsea,1,2,A
30/10/2010,Everton,Stoke,1,0,H
30/10/2010,Fulham,Wigan,2,0,H
30/10/2010,ManchesterUnited,Tottenham,2,0,H
30/10/2010,Wolves,ManCity,2,1,H
24/10/2010,Liverpool,Blackburn,2,1,H
24/10/2010,ManCity,Arsenal,0,3,A
24/10/2010,Stoke,ManchesterUnited,1,2,A
23/10/2010,Birmingham,Blackpool,2,0,H
23/10/2010,Chelsea,Wolves,2,0,H
23/10/2010,Sunderland,AstonVilla,1,0,H
23/10/2010,Tottenham,Everton,1,1,D
23/10/2010,WestBromwichAlbion,Fulham,2,1,H
23/10/2010,WestHamUnited,Newcastle,1,2,A
23/10/2010,Wigan,Bolton,1,1,D
18/10/2010,Blackburn,Sunderland,0,0,D
17/10/2010,Blackpool,ManCity,2,3,A
17/10/2010,Everton,Liverpool,2,0,H
16/10/2010,Arsenal,Birmingham,2,1,H
16/10/2010,AstonVilla,Chelsea,0,0,D
16/10/2010,Bolton,Stoke,2,1,H
16/10/2010,Fulham,Tottenham,1,2,A
16/10/2010,ManchesterUnited,WestBromwichAlbion,2,2,D
16/10/2010,Newcastle,Wigan,2,2,D
16/10/2010,Wolves,WestHamUnited,1,1,D
03/10/2010,Chelsea,Arsenal,2,0,H
03/10/2010,Liverpool,Blackpool,1,2,A
03/10/2010,ManCity,Newcastle,2,1,H
02/10/2010,Birmingham,Everton,0,2,A
02/10/2010,Stoke,Blackburn,1,0,H
02/10/2010,Sunderland,ManchesterUnited,0,0,D
02/10/2010,Tottenham,AstonVilla,2,1,H
02/10/2010,WestBromwichAlbion,Bolton,1,1,D
02/10/2010,WestHamUnited,Fulham,1,1,D
02/10/2010,Wigan,Wolves,2,0,H
26/09/2010,Bolton,ManchesterUnited,2,2,D
26/09/2010,Newcastle,Stoke,1,2,A
26/09/2010,Wolves,AstonVilla,1,2,A
25/09/2010,Arsenal,WestBromwichAlbion,2,3,A
25/09/2010,Birmingham,Wigan,0,0,D
25/09/2010,Blackpool,Blackburn,1,2,A
25/09/2010,Fulham,Everton,0,0,D
25/09/2010,Liverpool,Sunderland,2,2,D
25/09/2010,ManCity,Chelsea,1,0,H
25/09/2010,WestHamUnited,Tottenham,1,0,H
19/09/2010,Chelsea,Blackpool,4,0,H
19/09/2010,ManchesterUnited,Liverpool,3,2,H
19/09/2010,Wigan,ManCity,0,2,A
18/09/2010,AstonVilla,Bolton,1,1,D
18/09/2010,Blackburn,Fulham,1,1,D
18/09/2010,Everton,Newcastle,0,1,A
18/09/2010,Stoke,WestHamUnited,1,1,D
18/09/2010,Sunderland,Arsenal,1,1,D
18/09/2010,Tottenham,Wolves,3,1,H
18/09/2010,WestBromwichAlbion,Birmingham,3,1,H
13/09/2010,Stoke,AstonVilla,2,1,H
12/09/2010,Birmingham,Liverpool,0,0,D
11/09/2010,Arsenal,Bolton,4,1,H
11/09/2010,Everton,ManchesterUnited,3,3,D
11/09/2010,Fulham,Wolves,2,1,H
11/09/2010,ManCity,Blackburn,1,1,D
11/09/2010,Newcastle,Blackpool,0,2,A
11/09/2010,WestBromwichAlbion,Tottenham,1,1,D
11/09/2010,WestHamUnited,Chelsea,1,3,A
11/09/2010,Wigan,Sunderland,1,1,D
29/08/2010,AstonVilla,Everton,1,0,H
29/08/2010,Bolton,Birmingham,2,2,D
29/08/2010,Liverpool,WestBromwichAlbion,1,0,H
29/08/2010,Sunderland,ManCity,1,0,H
28/08/2010,Blackburn,Arsenal,1,2,A
28/08/2010,Blackpool,Fulham,2,2,D
28/08/2010,Chelsea,Stoke,2,0,H
28/08/2010,ManchesterUnited,WestHamUnited,3,0,H
28/08/2010,Tottenham,Wigan,0,1,A
28/08/2010,Wolves,Newcastle,1,1,D
23/08/2010,ManCity,Liverpool,3,0,H
22/08/2010,Fulham,ManchesterUnited,2,2,D
22/08/2010,Newcastle,AstonVilla,6,0,H
21/08/2010,Arsenal,Blackpool,6,0,H
21/08/2010,Birmingham,Blackburn,2,1,H
21/08/2010,Everton,Wolves,1,1,D
21/08/2010,Stoke,Tottenham,1,2,A
21/08/2010,WestBromwichAlbion,Sunderland,1,0,H
21/08/2010,WestHamUnited,Bolton,1,3,A
21/08/2010,Wigan,Chelsea,0,6,A
16/08/2010,ManchesterUnited,Newcastle,3,0,H
15/08/2010,Liverpool,Arsenal,1,1,D
14/08/2010,AstonVilla,WestHamUnited,3,0,H
14/08/2010,Blackburn,Everton,1,0,H
14/08/2010,Bolton,Fulham,0,0,D
14/08/2010,Chelsea,WestBromwichAlbion,6,0,H
14/08/2010,Sunderland,Birmingham,2,2,D
14/08/2010,Tottenham,ManCity,0,0,D
14/08/2010,Wigan,Blackpool,0,4,A
14/08/2010,Wolves,Stoke,2,1,H
09/05/2010,Arsenal,Fulham,4,0,H
09/05/2010,AstonVilla,Blackburn,0,1,A
09/05/2010,Bolton,Birmingham,2,1,H
09/05/2010,Burnley,Tottenham,4,2,H
09/05/2010,Chelsea,Wigan,8,0,H
09/05/2010,Everton,Portsmouth,1,0,H
09/05/2010,HullCity,Liverpool,0,0,D
09/05/2010,ManchesterUnited,Stoke,4,0,H
09/05/2010,WestHamUnited,ManCity,1,1,D
09/05/2010,Wolves,Sunderland,2,1,H
05/05/2010,Fulham,Stoke,0,1,A
05/05/2010,ManCity,Tottenham,0,1,A
03/05/2010,Blackburn,Arsenal,2,1,H
03/05/2010,Wigan,HullCity,2,2,D
02/05/2010,Fulham,WestHamUnited,3,2,H
02/05/2010,Liverpool,Chelsea,0,2,A
02/05/2010,Sunderland,ManchesterUnited,0,1,A
01/05/2010,Birmingham,Burnley,2,1,H
01/05/2010,ManCity,AstonVilla,3,1,H
01/05/2010,Portsmouth,Wolves,3,1,H
01/05/2010,Stoke,Everton,0,0,D
01/05/2010,Tottenham,Bolton,1,0,H
25/04/2010,AstonVilla,Birmingham,1,0,H
25/04/2010,Burnley,Liverpool,0,4,A
25/04/2010,Chelsea,Stoke,7,0,H
25/04/2010,Everton,Fulham,2,1,H
24/04/2010,Arsenal,ManCity,0,0,D
24/04/2010,Bolton,Portsmouth,2,2,D
24/04/2010,HullCity,Sunderland,0,1,A
24/04/2010,ManchesterUnited,Tottenham,3,1,H
24/04/2010,WestHamUnited,Wigan,3,2,H
24/04/2010,Wolves,Blackburn,1,1,D
21/04/2010,HullCity,AstonVilla,0,2,A
19/04/2010,Liverpool,WestHamUnited,3,0,H
18/04/2010,Portsmouth,AstonVilla,1,2,A
18/04/2010,Wigan,Arsenal,3,2,H
17/04/2010,Birmingham,HullCity,0,0,D
17/04/2010,Blackburn,Everton,2,3,A
17/04/2010,Fulham,Wolves,0,0,D
17/04/2010,ManCity,ManchesterUnited,0,1,A
17/04/2010,Stoke,Bolton,1,2,A
17/04/2010,Sunderland,Burnley,2,1,H
17/04/2010,Tottenham,Chelsea,2,1,H
14/04/2010,AstonVilla,Everton,2,2,D
14/04/2010,Tottenham,Arsenal,2,1,H
14/04/2010,Wigan,Portsmouth,0,0,D
13/04/2010,Chelsea,Bolton,1,0,H
11/04/2010,Blackburn,ManchesterUnited,0,0,D
11/04/2010,Liverpool,Fulham,0,0,D
11/04/2010,ManCity,Birmingham,5,1,H
11/04/2010,Wolves,Stoke,0,0,D
10/04/2010,HullCity,Burnley,1,4,A
10/04/2010,WestHamUnited,Sunderland,1,0,H
04/04/2010,Birmingham,Liverpool,1,1,D
04/04/2010,Everton,WestHamUnited,2,2,D
04/04/2010,Fulham,Wigan,2,1,H
03/04/2010,Arsenal,Wolves,1,0,H
03/04/2010,Bolton,AstonVilla,0,1,A
03/04/2010,Burnley,ManCity,1,6,A
03/04/2010,ManchesterUnited,Chelsea,1,2,A
03/04/2010,Portsmouth,Blackburn,0,0,D
03/04/2010,Stoke,HullCity,2,0,H
03/04/2010,Sunderland,Tottenham,3,1,H
29/03/2010,ManCity,Wigan,3,0,H
28/03/2010,Burnley,Blackburn,0,1,A
28/03/2010,Liverpool,Sunderland,3,0,H
27/03/2010,Birmingham,Arsenal,1,1,D
27/03/2010,Bolton,ManchesterUnited,0,4,A
27/03/2010,Chelsea,AstonVilla,7,1,H
27/03/2010,HullCity,Fulham,2,0,H
27/03/2010,Tottenham,Portsmouth,2,0,H
27/03/2010,WestHamUnited,Stoke,0,1,A
27/03/2010,Wolves,Everton,0,0,D
24/03/2010,AstonVilla,Sunderland,1,1,D
24/03/2010,Blackburn,Birmingham,2,1,H
24/03/2010,ManCity,Everton,0,2,A
24/03/2010,Portsmouth,Chelsea,0,5,A
23/03/2010,WestHamUnited,Wolves,1,3,A
21/03/2010,Blackburn,Chelsea,1,1,D
21/03/2010,Fulham,ManCity,1,2,A
21/03/2010,ManchesterUnited,Liverpool,2,1,H
20/03/2010,Arsenal,WestHamUnited,2,0,H
20/03/2010,AstonVilla,Wolves,2,2,D
20/03/2010,Everton,Bolton,2,0,H
20/03/2010,Portsmouth,HullCity,3,2,H
20/03/2010,Stoke,Tottenham,1,2,A
20/03/2010,Sunderland,Birmingham,3,1,H
20/03/2010,Wigan,Burnley,1,0,H
16/03/2010,Wigan,AstonVilla,1,2,A
15/03/2010,Liverpool,Portsmouth,4,1,H
14/03/2010,ManchesterUnited,Fulham,3,0,H
14/03/2010,Sunderland,ManCity,1,1,D
13/03/2010,Birmingham,Everton,2,2,D
13/03/2010,Bolton,Wigan,4,0,H
13/03/2010,Burnley,Wolves,1,2,A
13/03/2010,Chelsea,WestHamUnited,4,1,H
13/03/2010,HullCity,Arsenal,1,2,A
13/03/2010,Stoke,AstonVilla,0,0,D
13/03/2010,Tottenham,Blackburn,3,1,H
10/03/2010,Burnley,Stoke,1,1,D
09/03/2010,Portsmouth,Birmingham,1,2,A
09/03/2010,Sunderland,Bolton,4,0,H
08/03/2010,Wigan,Liverpool,1,0,H
07/03/2010,Everton,HullCity,5,1,H
06/03/2010,Arsenal,Burnley,3,1,H
06/03/2010,WestHamUnited,Bolton,1,2,A
06/03/2010,Wolves,ManchesterUnited,0,1,A
28/02/2010,Liverpool,Blackburn,2,1,H
28/02/2010,Sunderland,Fulham,0,0,D
28/02/2010,Tottenham,Everton,2,1,H
27/02/2010,Birmingham,Wigan,1,0,H
27/02/2010,Bolton,Wolves,1,0,H
27/02/2010,Burnley,Portsmouth,1,2,A
27/02/2010,Chelsea,ManCity,2,4,A
27/02/2010,Stoke,Arsenal,1,3,A
23/02/2010,ManchesterUnited,WestHamUnited,3,0,H
21/02/2010,AstonVilla,Burnley,5,2,H
21/02/2010,Blackburn,Bolton,3,0,H
21/02/2010,Fulham,Birmingham,2,1,H
21/02/2010,ManCity,Liverpool,0,0,D
21/02/2010,Wigan,Tottenham,0,3,A
20/02/2010,Arsenal,Sunderland,2,0,H
20/02/2010,Everton,ManchesterUnited,3,1,H
20/02/2010,Portsmouth,Stoke,1,2,A
20/02/2010,WestHamUnited,HullCity,3,0,H
20/02/2010,Wolves,Chelsea,0,2,A
17/02/2010,Wigan,Bolton,0,0,D
16/02/2010,Stoke,ManCity,1,1,D
10/02/2010,Arsenal,Liverpool,1,0,H
10/02/2010,AstonVilla,ManchesterUnited,1,1,D
10/02/2010,Blackburn,HullCity,1,0,H
10/02/2010,Everton,Chelsea,2,1,H
10/02/2010,WestHamUnited,Birmingham,2,0,H
10/02/2010,Wolves,Tottenham,1,0,H
09/02/2010,Fulham,Burnley,3,0,H
09/02/2010,ManCity,Bolton,2,0,H
09/02/2010,Portsmouth,Sunderland,1,1,D
09/02/2010,Wigan,Stoke,1,1,D
07/02/2010,Birmingham,Wolves,2,1,H
07/02/2010,Chelsea,Arsenal,2,0,H
06/02/2010,Bolton,Fulham,0,0,D
06/02/2010,Burnley,WestHamUnited,2,1,H
06/02/2010,HullCity,ManCity,2,1,H
06/02/2010,Liverpool,Everton,1,0,H
06/02/2010,ManchesterUnited,Portsmouth,5,0,H
06/02/2010,Stoke,Blackburn,3,0,H
06/02/2010,Sunderland,Wigan,1,1,D
06/02/2010,Tottenham,AstonVilla,0,0,D
03/02/2010,Fulham,Portsmouth,1,0,H
02/02/2010,HullCity,Chelsea,1,1,D
01/02/2010,Sunderland,Stoke,0,0,D
31/01/2010,Arsenal,ManchesterUnited,1,3,A
31/01/2010,ManCity,Portsmouth,2,0,H
30/01/2010,Birmingham,Tottenham,1,1,D
30/01/2010,Burnley,Chelsea,1,2,A
30/01/2010,Fulham,AstonVilla,0,2,A
30/01/2010,HullCity,Wolves,2,2,D
30/01/2010,Liverpool,Bolton,2,0,H
30/01/2010,WestHamUnited,Blackburn,0,0,D
30/01/2010,Wigan,Everton,0,1,A
27/01/2010,AstonVilla,Arsenal,0,0,D
27/01/2010,Blackburn,Wigan,2,1,H
27/01/2010,Chelsea,Birmingham,3,0,H
27/01/2010,Everton,Sunderland,2,0,H
26/01/2010,Bolton,Burnley,1,0,H
26/01/2010,Portsmouth,WestHamUnited,1,1,D
26/01/2010,Tottenham,Fulham,2,0,H
26/01/2010,Wolves,Liverpool,0,0,D
23/01/2010,ManchesterUnited,HullCity,4,0,H
20/01/2010,Arsenal,Bolton,4,2,H
20/01/2010,Liverpool,Tottenham,2,0,H
17/01/2010,AstonVilla,WestHamUnited,0,0,D
17/01/2010,Blackburn,Fulham,2,0,H
17/01/2010,Bolton,Arsenal,0,2,A
16/01/2010,Chelsea,Sunderland,7,2,H
16/01/2010,Everton,ManCity,2,0,H
16/01/2010,ManchesterUnited,Burnley,3,0,H
16/01/2010,Stoke,Liverpool,1,1,D
16/01/2010,Tottenham,HullCity,0,0,D
16/01/2010,Wolves,Wigan,0,2,A
11/01/2010,ManCity,Blackburn,4,1,H
09/01/2010,Arsenal,Everton,2,2,D
09/01/2010,Birmingham,ManchesterUnited,1,1,D
05/01/2010,Stoke,Fulham,3,2,H
30/12/2009,ManchesterUnited,Wigan,5,0,H
30/12/2009,Portsmouth,Arsenal,1,4,A
29/12/2009,AstonVilla,Liverpool,0,1,A
29/12/2009,Bolton,HullCity,2,2,D
28/12/2009,Blackburn,Sunderland,2,2,D
28/12/2009,Chelsea,Fulham,2,1,H
28/12/2009,Everton,Burnley,2,0,H
28/12/2009,Stoke,Birmingham,0,1,A
28/12/2009,Tottenham,WestHamUnited,2,0,H
28/12/2009,Wolves,ManCity,0,3,A
27/12/2009,Arsenal,AstonVilla,3,0,H
27/12/2009,HullCity,ManchesterUnited,1,3,A
26/12/2009,Birmingham,Chelsea,0,0,D
26/12/2009,Burnley,Bolton,1,1,D
26/12/2009,Fulham,Tottenham,0,0,D
26/12/2009,Liverpool,Wolves,2,0,H
26/12/2009,ManCity,Stoke,2,0,H
26/12/2009,Sunderland,Everton,1,1,D
26/12/2009,WestHamUnited,Portsmouth,2,0,H
26/12/2009,Wigan,Blackburn,1,1,D
20/12/2009,Everton,Birmingham,1,1,D
20/12/2009,WestHamUnited,Chelsea,1,1,D
20/12/2009,Wolves,Burnley,2,0,H
19/12/2009,Arsenal,HullCity,3,0,H
19/12/2009,AstonVilla,Stoke,1,0,H
19/12/2009,Blackburn,Tottenham,0,2,A
19/12/2009,Fulham,ManchesterUnited,3,0,H
19/12/2009,ManCity,Sunderland,4,3,H
19/12/2009,Portsmouth,Liverpool,2,0,H
16/12/2009,Burnley,Arsenal,1,1,D
16/12/2009,Chelsea,Portsmouth,2,1,H
16/12/2009,Liverpool,Wigan,2,1,H
16/12/2009,Tottenham,ManCity,3,0,H
15/12/2009,Birmingham,Blackburn,2,1,H
15/12/2009,Bolton,WestHamUnited,3,1,H
15/12/2009,ManchesterUnited,Wolves,3,0,H
15/12/2009,Sunderland,AstonVilla,0,2,A
13/12/2009,Liverpool,Arsenal,1,2,A
12/12/2009,Birmingham,WestHamUnited,1,0,H
12/12/2009,Bolton,ManCity,3,3,D
12/12/2009,Burnley,Fulham,1,1,D
12/12/2009,Chelsea,Everton,3,3,D
12/12/2009,HullCity,Blackburn,0,0,D
12/12/2009,ManchesterUnited,AstonVilla,0,1,A
12/12/2009,Stoke,Wigan,2,2,D
12/12/2009,Sunderland,Portsmouth,1,1,D
12/12/2009,Tottenham,Wolves,0,1,A
06/12/2009,Everton,Tottenham,2,2,D
06/12/2009,Fulham,Sunderland,1,0,H
05/12/2009,Arsenal,Stoke,2,0,H
05/12/2009,AstonVilla,HullCity,3,0,H
05/12/2009,Blackburn,Liverpool,0,0,D
05/12/2009,ManCity,Chelsea,2,1,H
05/12/2009,Portsmouth,Burnley,2,0,H
05/12/2009,WestHamUnited,ManchesterUnited,0,4,A
05/12/2009,Wigan,Birmingham,2,3,A
05/12/2009,Wolves,Bolton,2,1,H
29/11/2009,Arsenal,Chelsea,0,3,A
29/11/2009,Everton,Liverpool,0,2,A
29/11/2009,Wolves,Birmingham,0,1,A
28/11/2009,AstonVilla,Tottenham,1,1,D
28/11/2009,Blackburn,Stoke,0,0,D
28/11/2009,Fulham,Bolton,1,1,D
28/11/2009,ManCity,HullCity,1,1,D
28/11/2009,Portsmouth,ManchesterUnited,1,4,A
28/11/2009,WestHamUnited,Burnley,5,3,H
28/11/2009,Wigan,Sunderland,1,0,H
25/11/2009,Fulham,Blackburn,3,0,H
25/11/2009,HullCity,Everton,3,2,H
22/11/2009,Bolton,Blackburn,0,2,A
22/11/2009,Stoke,Portsmouth,1,0,H
22/11/2009,Tottenham,Wigan,9,1,H
21/11/2009,Birmingham,Fulham,1,0,H
21/11/2009,Burnley,AstonVilla,1,1,D
21/11/2009,Chelsea,Wolves,4,0,H
21/11/2009,HullCity,WestHamUnited,3,3,D
21/11/2009,Liverpool,ManCity,2,2,D
21/11/2009,ManchesterUnited,Everton,3,0,H
21/11/2009,Sunderland,Arsenal,1,0,H
09/11/2009,Liverpool,Birmingham,2,2,D
08/11/2009,Chelsea,ManchesterUnited,1,0,H
08/11/2009,HullCity,Stoke,2,1,H
08/11/2009,WestHamUnited,Everton,1,2,A
08/11/2009,Wigan,Fulham,1,1,D
07/11/2009,AstonVilla,Bolton,5,1,H
07/11/2009,Blackburn,Portsmouth,3,1,H
07/11/2009,ManCity,Burnley,3,3,D
07/11/2009,Tottenham,Sunderland,2,0,H
07/11/2009,Wolves,Arsenal,1,4,A
04/11/2009,WestHamUnited,AstonVilla,2,1,H
01/11/2009,Birmingham,ManCity,0,0,D
31/10/2009,Arsenal,Tottenham,3,0,H
31/10/2009,Bolton,Chelsea,0,4,A
31/10/2009,Burnley,HullCity,2,0,H
31/10/2009,Everton,AstonVilla,1,1,D
31/10/2009,Fulham,Liverpool,3,1,H
31/10/2009,ManchesterUnited,Blackburn,2,0,H
31/10/2009,Portsmouth,Wigan,4,0,H
31/10/2009,Stoke,Wolves,2,2,D
31/10/2009,Sunderland,WestHamUnited,2,2,D
25/10/2009,Bolton,Everton,3,2,H
25/10/2009,Liverpool,ManchesterUnited,2,0,H
25/10/2009,ManCity,Fulham,2,2,D
25/10/2009,WestHamUnited,Arsenal,2,2,D
24/10/2009,Birmingham,Sunderland,2,1,H
24/10/2009,Burnley,Wigan,1,3,A
24/10/2009,Chelsea,Blackburn,5,0,H
24/10/2009,HullCity,Portsmouth,0,0,D
24/10/2009,Tottenham,Stoke,0,1,A
24/10/2009,Wolves,AstonVilla,1,1,D
19/10/2009,Fulham,HullCity,2,0,H
18/10/2009,Blackburn,Burnley,3,2,H
18/10/2009,Wigan,ManCity,1,1,D
17/10/2009,Arsenal,Birmingham,3,1,H
17/10/2009,AstonVilla,Chelsea,2,1,H
17/10/2009,Everton,Wolves,1,1,D
17/10/2009,ManchesterUnited,Bolton,2,1,H
17/10/2009,Portsmouth,Tottenham,1,2,A
17/10/2009,Stoke,WestHamUnited,2,1,H
17/10/2009,Sunderland,Liverpool,1,0,H
05/10/2009,AstonVilla,ManCity,1,1,D
04/10/2009,Arsenal,Blackburn,6,2,H
04/10/2009,Chelsea,Liverpool,2,0,H
04/10/2009,Everton,Stoke,1,1,D
04/10/2009,WestHamUnited,Fulham,2,2,D
03/10/2009,Bolton,Tottenham,2,2,D
03/10/2009,Burnley,Birmingham,2,1,H
03/10/2009,HullCity,Wigan,2,1,H
03/10/2009,ManchesterUnited,Sunderland,2,2,D
03/10/2009,Wolves,Portsmouth,0,1,A
28/09/2009,ManCity,WestHamUnited,3,1,H
27/09/2009,Sunderland,Wolves,5,2,H
26/09/2009,Birmingham,Bolton,1,2,A
26/09/2009,Blackburn,AstonVilla,2,1,H
26/09/2009,Fulham,Arsenal,0,1,A
26/09/2009,Liverpool,HullCity,6,1,H
26/09/2009,Portsmouth,Everton,0,1,A
26/09/2009,Stoke,ManchesterUnited,0,2,A
26/09/2009,Tottenham,Burnley,5,0,H
26/09/2009,Wigan,Chelsea,3,1,H
20/09/2009,Chelsea,Tottenham,3,0,H
20/09/2009,Everton,Blackburn,3,0,H
20/09/2009,ManchesterUnited,ManCity,4,3,H
20/09/2009,Wolves,Fulham,2,1,H
19/09/2009,Arsenal,Wigan,4,0,H
19/09/2009,AstonVilla,Portsmouth,2,0,H
19/09/2009,Bolton,Stoke,1,1,D
19/09/2009,Burnley,Sunderland,3,1,H
19/09/2009,HullCity,Birmingham,0,1,A
19/09/2009,WestHamUnited,Liverpool,2,3,A
13/09/2009,Birmingham,AstonVilla,0,1,A
13/09/2009,Fulham,Everton,2,1,H
12/09/2009,Blackburn,Wolves,3,1,H
12/09/2009,Liverpool,Burnley,4,0,H
12/09/2009,ManCity,Arsenal,4,2,H
12/09/2009,Portsmouth,Bolton,2,3,A
12/09/2009,Stoke,Chelsea,1,2,A
12/09/2009,Sunderland,HullCity,4,1,H
12/09/2009,Tottenham,ManchesterUnited,1,3,A
12/09/2009,Wigan,WestHamUnited,1,0,H
30/08/2009,AstonVilla,Fulham,2,0,H
30/08/2009,Everton,Wigan,2,1,H
30/08/2009,Portsmouth,ManCity,0,1,A
29/08/2009,Blackburn,WestHamUnited,0,0,D
29/08/2009,Bolton,Liverpool,2,3,A
29/08/2009,Chelsea,Burnley,3,0,H
29/08/2009,ManchesterUnited,Arsenal,2,1,H
29/08/2009,Stoke,Sunderland,1,0,H
29/08/2009,Tottenham,Birmingham,2,1,H
29/08/2009,Wolves,HullCity,1,1,D
24/08/2009,Liverpool,AstonVilla,1,3,A
23/08/2009,Burnley,Everton,1,0,H
23/08/2009,Fulham,Chelsea,0,2,A
23/08/2009,WestHamUnited,Tottenham,1,2,A
22/08/2009,Arsenal,Portsmouth,4,1,H
22/08/2009,Birmingham,Stoke,0,0,D
22/08/2009,HullCity,Bolton,1,0,H
22/08/2009,ManCity,Wolves,1,0,H
22/08/2009,Sunderland,Blackburn,2,1,H
22/08/2009,Wigan,ManchesterUnited,0,5,A
19/08/2009,Birmingham,Portsmouth,1,0,H
19/08/2009,Burnley,ManchesterUnited,1,0,H
19/08/2009,HullCity,Tottenham,1,5,A
19/08/2009,Liverpool,Stoke,4,0,H
18/08/2009,Sunderland,Chelsea,1,3,A
18/08/2009,Wigan,Wolves,0,1,A
16/08/2009,ManchesterUnited,Birmingham,1,0,H
16/08/2009,Tottenham,Liverpool,2,1,H
15/08/2009,AstonVilla,Wigan,0,2,A
15/08/2009,Blackburn,ManCity,0,2,A
15/08/2009,Bolton,Sunderland,0,1,A
15/08/2009,Chelsea,HullCity,2,1,H
