Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
09/08/2015,Stoke,Liverpool,0,1,A
08/08/2015,Bournemouth,AstonVilla,0,1,A
08/08/2015,Chelsea,SwanseaCity,2,2,D
08/08/2015,Everton,Watford,2,2,D
08/08/2015,Leicester,Sunderland,4,2,H
08/08/2015,ManchesterUnited,Tottenham,1,0,H
08/08/2015,Norwich,CrystalPalace,1,3,A
24/05/2015,Arsenal,WestBromwichAlbion,4,1,H
24/05/2015,AstonVilla,Burnley,0,1,A
24/05/2015,Chelsea,Sunderland,3,1,H
24/05/2015,CrystalPalace,SwanseaCity,1,0,H
24/05/2015,Everton,Tottenham,0,1,A
24/05/2015,HullCity,ManchesterUnited,0,0,D
24/05/2015,Leicester,QPR,5,1,H
24/05/2015,ManCity,Southampton,2,0,H
24/05/2015,Newcastle,WestHamUnited,2,0,H
24/05/2015,Stoke,Liverpool,6,1,H
20/05/2015,Arsenal,Sunderland,0,0,D
18/05/2015,WestBromwichAlbion,Chelsea,3,0,H
17/05/2015,ManchesterUnited,Arsenal,1,1,D
17/05/2015,SwanseaCity,ManCity,2,4,A
16/05/2015,Burnley,Stoke,0,0,D
16/05/2015,Liverpool,CrystalPalace,1,3,A
16/05/2015,QPR,Newcastle,2,1,H
16/05/2015,Southampton,AstonVilla,6,1,H
16/05/2015,Sunderland,Leicester,0,0,D
16/05/2015,Tottenham,HullCity,2,0,H
16/05/2015,WestHamUnited,Everton,1,2,A
11/05/2015,Arsenal,SwanseaCity,0,1,A
10/05/2015,Chelsea,Liverpool,1,1,D
10/05/2015,ManCity,QPR,6,0,H
09/05/2015,AstonVilla,WestHamUnited,1,0,H
09/05/2015,CrystalPalace,ManchesterUnited,1,2,A
09/05/2015,Everton,Sunderland,0,2,A
09/05/2015,HullCity,Burnley,0,1,A
09/05/2015,Leicester,Southampton,2,0,H
09/05/2015,Newcastle,WestBromwichAlbion,1,1,D
09/05/2015,Stoke,Tottenham,3,0,H
04/05/2015,HullCity,Arsenal,1,3,A
03/05/2015,Chelsea,CrystalPalace,1,0,H
03/05/2015,Tottenham,ManCity,0,1,A
02/05/2015,AstonVilla,Everton,3,2,H
02/05/2015,Leicester,Newcastle,3,0,H
02/05/2015,Liverpool,QPR,2,1,H
02/05/2015,ManchesterUnited,WestBromwichAlbion,0,1,A
02/05/2015,Sunderland,Southampton,2,1,H
02/05/2015,SwanseaCity,Stoke,2,0,H
02/05/2015,WestHamUnited,Burnley,1,0,H
29/04/2015,Leicester,Chelsea,1,3,A
28/04/2015,HullCity,Liverpool,1,0,H
26/04/2015,Arsenal,Chelsea,0,0,D
26/04/2015,Everton,ManchesterUnited,3,0,H
25/04/2015,Burnley,Leicester,0,1,A
25/04/2015,CrystalPalace,HullCity,0,2,A
25/04/2015,ManCity,AstonVilla,3,2,H
25/04/2015,Newcastle,SwanseaCity,2,3,A
25/04/2015,QPR,WestHamUnited,0,0,D
25/04/2015,Southampton,Tottenham,2,2,D
25/04/2015,Stoke,Sunderland,1,1,D
25/04/2015,WestBromwichAlbion,Liverpool,0,0,D
19/04/2015,ManCity,WestHamUnited,2,0,H
19/04/2015,Newcastle,Tottenham,1,3,A
18/04/2015,Chelsea,ManchesterUnited,1,0,H
18/04/2015,CrystalPalace,WestBromwichAlbion,0,2,A
18/04/2015,Everton,Burnley,1,0,H
18/04/2015,Leicester,SwanseaCity,2,0,H
18/04/2015,Stoke,Southampton,2,1,H
13/04/2015,Liverpool,Newcastle,2,0,H
12/04/2015,ManchesterUnited,ManCity,4,2,H
12/04/2015,QPR,Chelsea,0,1,A
11/04/2015,Burnley,Arsenal,0,1,A
11/04/2015,Southampton,HullCity,2,0,H
11/04/2015,Sunderland,CrystalPalace,1,4,A
11/04/2015,SwanseaCity,Everton,1,1,D
11/04/2015,Tottenham,AstonVilla,0,1,A
11/04/2015,WestBromwichAlbion,Leicester,2,3,A
11/04/2015,WestHamUnited,Stoke,1,1,D
07/04/2015,AstonVilla,QPR,3,3,D
06/04/2015,CrystalPalace,ManCity,2,1,H
05/04/2015,Burnley,Tottenham,0,0,D
05/04/2015,Sunderland,Newcastle,1,0,H
04/04/2015,Arsenal,Liverpool,4,1,H
04/04/2015,Chelsea,Stoke,2,1,H
04/04/2015,Everton,Southampton,1,0,H
04/04/2015,Leicester,WestHamUnited,2,1,H
04/04/2015,ManchesterUnited,AstonVilla,3,1,H
04/04/2015,SwanseaCity,HullCity,3,1,H
04/04/2015,WestBromwichAlbion,QPR,1,4,A
22/03/2015,HullCity,Chelsea,2,3,A
22/03/2015,Liverpool,ManchesterUnited,1,2,A
22/03/2015,QPR,Everton,1,2,A
21/03/2015,AstonVilla,SwanseaCity,0,1,A
21/03/2015,ManCity,WestBromwichAlbion,3,0,H
21/03/2015,Newcastle,Arsenal,1,2,A
21/03/2015,Southampton,Burnley,2,0,H
21/03/2015,Stoke,CrystalPalace,1,2,A
21/03/2015,Tottenham,Leicester,4,3,H
21/03/2015,WestHamUnited,Sunderland,1,0,H
16/03/2015,SwanseaCity,Liverpool,0,1,A
15/03/2015,Chelsea,Southampton,1,1,D
15/03/2015,Everton,Newcastle,3,0,H
15/03/2015,ManchesterUnited,Tottenham,3,0,H
14/03/2015,Arsenal,WestHamUnited,3,0,H
14/03/2015,Burnley,ManCity,1,0,H
14/03/2015,CrystalPalace,QPR,3,1,H
14/03/2015,Leicester,HullCity,0,0,D
14/03/2015,Sunderland,AstonVilla,0,4,A
14/03/2015,WestBromwichAlbion,Stoke,1,0,H
07/03/2015,QPR,Tottenham,1,2,A
04/03/2015,Liverpool,Burnley,2,0,H
04/03/2015,ManCity,Leicester,2,0,H
04/03/2015,Newcastle,ManchesterUnited,0,1,A
04/03/2015,QPR,Arsenal,1,2,A
04/03/2015,Stoke,Everton,2,0,H
04/03/2015,Tottenham,SwanseaCity,3,2,H
04/03/2015,WestHamUnited,Chelsea,0,1,A
03/03/2015,AstonVilla,WestBromwichAlbion,2,1,H
03/03/2015,HullCity,Sunderland,1,1,D
03/03/2015,Southampton,CrystalPalace,1,0,H
01/03/2015,Arsenal,Everton,2,0,H
01/03/2015,Liverpool,ManCity,2,1,H
28/02/2015,Burnley,SwanseaCity,0,1,A
28/02/2015,ManchesterUnited,Sunderland,2,0,H
28/02/2015,Newcastle,AstonVilla,1,0,H
28/02/2015,Stoke,HullCity,1,0,H
28/02/2015,WestBromwichAlbion,Southampton,1,0,H
28/02/2015,WestHamUnited,CrystalPalace,1,3,A
22/02/2015,Everton,Leicester,2,2,D
22/02/2015,Southampton,Liverpool,0,2,A
22/02/2015,Tottenham,WestHamUnited,2,2,D
21/02/2015,AstonVilla,Stoke,1,2,A
21/02/2015,Chelsea,Burnley,1,1,D
21/02/2015,CrystalPalace,Arsenal,1,2,A
21/02/2015,HullCity,QPR,2,1,H
21/02/2015,ManCity,Newcastle,5,0,H
21/02/2015,Sunderland,WestBromwichAlbion,0,0,D
21/02/2015,SwanseaCity,ManchesterUnited,2,1,H
11/02/2015,Chelsea,Everton,1,0,H
11/02/2015,CrystalPalace,Newcastle,1,1,D
11/02/2015,ManchesterUnited,Burnley,3,1,H
11/02/2015,Southampton,WestHamUnited,0,0,D
11/02/2015,Stoke,ManCity,1,4,A
11/02/2015,WestBromwichAlbion,SwanseaCity,2,0,H
10/02/2015,Arsenal,Leicester,2,1,H
10/02/2015,HullCity,AstonVilla,2,0,H
10/02/2015,Liverpool,Tottenham,3,2,H
10/02/2015,Sunderland,QPR,0,2,A
08/02/2015,Burnley,WestBromwichAlbion,2,2,D
08/02/2015,Newcastle,Stoke,1,1,D
08/02/2015,WestHamUnited,ManchesterUnited,1,1,D
07/02/2015,AstonVilla,Chelsea,1,2,A
07/02/2015,Everton,Liverpool,0,0,D
07/02/2015,Leicester,CrystalPalace,0,1,A
07/02/2015,ManCity,HullCity,1,1,D
07/02/2015,QPR,Southampton,0,1,A
07/02/2015,SwanseaCity,Sunderland,1,1,D
07/02/2015,Tottenham,Arsenal,2,1,H
01/02/2015,Arsenal,AstonVilla,5,0,H
01/02/2015,Southampton,SwanseaCity,0,1,A
31/01/2015,Chelsea,ManCity,1,1,D
31/01/2015,CrystalPalace,Everton,0,1,A
31/01/2015,HullCity,Newcastle,0,3,A
31/01/2015,Liverpool,WestHamUnited,2,0,H
31/01/2015,ManchesterUnited,Leicester,3,1,H
31/01/2015,Stoke,QPR,3,1,H
31/01/2015,Sunderland,Burnley,2,0,H
31/01/2015,WestBromwichAlbion,Tottenham,0,3,A
19/01/2015,Everton,WestBromwichAlbion,0,0,D
18/01/2015,ManCity,Arsenal,0,2,A
18/01/2015,WestHamUnited,HullCity,3,0,H
17/01/2015,AstonVilla,Liverpool,0,2,A
17/01/2015,Burnley,CrystalPalace,2,3,A
17/01/2015,Leicester,Stoke,0,1,A
17/01/2015,Newcastle,Southampton,1,2,A
17/01/2015,QPR,ManchesterUnited,0,2,A
17/01/2015,SwanseaCity,Chelsea,0,5,A
17/01/2015,Tottenham,Sunderland,2,1,H
11/01/2015,Arsenal,Stoke,3,0,H
11/01/2015,ManchesterUnited,Southampton,0,1,A
10/01/2015,Burnley,QPR,2,1,H
10/01/2015,Chelsea,Newcastle,2,0,H
10/01/2015,CrystalPalace,Tottenham,2,1,H
10/01/2015,Everton,ManCity,1,1,D
10/01/2015,Leicester,AstonVilla,1,0,H
10/01/2015,Sunderland,Liverpool,0,1,A
10/01/2015,SwanseaCity,WestHamUnited,1,1,D
10/01/2015,WestBromwichAlbion,HullCity,1,0,H
01/01/2015,AstonVilla,CrystalPalace,0,0,D
01/01/2015,HullCity,Everton,2,0,H
01/01/2015,Liverpool,Leicester,2,2,D
01/01/2015,ManCity,Sunderland,3,2,H
01/01/2015,Newcastle,Burnley,3,3,D
01/01/2015,QPR,SwanseaCity,1,1,D
01/01/2015,Southampton,Arsenal,2,0,H
01/01/2015,Stoke,ManchesterUnited,1,1,D
01/01/2015,Tottenham,Chelsea,5,3,H
01/01/2015,WestHamUnited,WestBromwichAlbion,1,1,D
29/12/2014,Liverpool,SwanseaCity,4,1,H
28/12/2014,AstonVilla,Sunderland,0,0,D
28/12/2014,HullCity,Leicester,0,1,A
28/12/2014,ManCity,Burnley,2,2,D
28/12/2014,Newcastle,Everton,3,2,H
28/12/2014,QPR,CrystalPalace,0,0,D
28/12/2014,Southampton,Chelsea,1,1,D
28/12/2014,Stoke,WestBromwichAlbion,2,0,H
28/12/2014,Tottenham,ManchesterUnited,0,0,D
28/12/2014,WestHamUnited,Arsenal,1,2,A
26/12/2014,Arsenal,QPR,2,1,H
26/12/2014,Burnley,Liverpool,0,1,A
26/12/2014,Chelsea,WestHamUnited,2,0,H
26/12/2014,CrystalPalace,Southampton,1,3,A
26/12/2014,Everton,Stoke,0,1,A
26/12/2014,Leicester,Tottenham,1,2,A
26/12/2014,ManchesterUnited,Newcastle,3,1,H
26/12/2014,Sunderland,HullCity,1,3,A
26/12/2014,SwanseaCity,AstonVilla,1,0,H
26/12/2014,WestBromwichAlbion,ManCity,1,3,A
22/12/2014,Stoke,Chelsea,0,2,A
21/12/2014,Liverpool,Arsenal,2,2,D
21/12/2014,Newcastle,Sunderland,0,1,A
20/12/2014,AstonVilla,ManchesterUnited,1,1,D
20/12/2014,HullCity,SwanseaCity,0,1,A
20/12/2014,ManCity,CrystalPalace,3,0,H
20/12/2014,QPR,WestBromwichAlbion,3,2,H
20/12/2014,Southampton,Everton,3,0,H
20/12/2014,Tottenham,Burnley,2,1,H
20/12/2014,WestHamUnited,Leicester,2,0,H
15/12/2014,Everton,QPR,3,1,H
14/12/2014,ManchesterUnited,Liverpool,3,0,H
14/12/2014,SwanseaCity,Tottenham,1,2,A
13/12/2014,Arsenal,Newcastle,4,1,H
13/12/2014,Burnley,Southampton,1,0,H
13/12/2014,Chelsea,HullCity,2,0,H
13/12/2014,CrystalPalace,Stoke,1,1,D
13/12/2014,Leicester,ManCity,0,1,A
13/12/2014,Sunderland,WestHamUnited,1,1,D
13/12/2014,WestBromwichAlbion,AstonVilla,1,0,H
08/12/2014,Southampton,ManchesterUnited,1,2,A
07/12/2014,AstonVilla,Leicester,2,1,H
07/12/2014,WestHamUnited,SwanseaCity,3,1,H
06/12/2014,HullCity,WestBromwichAlbion,0,0,D
06/12/2014,Liverpool,Sunderland,0,0,D
06/12/2014,ManCity,Everton,1,0,H
06/12/2014,Newcastle,Chelsea,2,1,H
06/12/2014,QPR,Burnley,2,0,H
06/12/2014,Stoke,Arsenal,3,2,H
06/12/2014,Tottenham,CrystalPalace,0,0,D
03/12/2014,Arsenal,Southampton,1,0,H
03/12/2014,Chelsea,Tottenham,3,0,H
03/12/2014,Everton,HullCity,1,1,D
03/12/2014,Sunderland,ManCity,1,4,A
02/12/2014,Burnley,Newcastle,1,1,D
02/12/2014,CrystalPalace,AstonVilla,0,1,A
02/12/2014,Leicester,Liverpool,1,3,A
02/12/2014,ManchesterUnited,Stoke,2,1,H
02/12/2014,SwanseaCity,QPR,2,0,H
02/12/2014,WestBromwichAlbion,WestHamUnited,1,2,A
30/11/2014,Southampton,ManCity,0,3,A
30/11/2014,Tottenham,Everton,2,1,H
29/11/2014,Burnley,AstonVilla,1,1,D
29/11/2014,Liverpool,Stoke,1,0,H
29/11/2014,ManchesterUnited,HullCity,3,0,H
29/11/2014,QPR,Leicester,3,2,H
29/11/2014,Sunderland,Chelsea,0,0,D
29/11/2014,SwanseaCity,CrystalPalace,1,1,D
29/11/2014,WestBromwichAlbion,Arsenal,0,1,A
29/11/2014,WestHamUnited,Newcastle,1,0,H
24/11/2014,AstonVilla,Southampton,1,1,D
23/11/2014,CrystalPalace,Liverpool,3,1,H
23/11/2014,HullCity,Tottenham,1,2,A
22/11/2014,Arsenal,ManchesterUnited,1,2,A
22/11/2014,Chelsea,WestBromwichAlbion,2,0,H
22/11/2014,Everton,WestHamUnited,2,1,H
22/11/2014,Leicester,Sunderland,0,0,D
22/11/2014,ManCity,SwanseaCity,2,1,H
22/11/2014,Newcastle,QPR,1,0,H
22/11/2014,Stoke,Burnley,1,2,A
09/11/2014,Sunderland,Everton,1,1,D
09/11/2014,SwanseaCity,Arsenal,2,1,H
09/11/2014,Tottenham,Stoke,1,2,A
09/11/2014,WestBromwichAlbion,Newcastle,0,2,A
08/11/2014,Burnley,HullCity,1,0,H
08/11/2014,Liverpool,Chelsea,1,2,A
08/11/2014,ManchesterUnited,CrystalPalace,1,0,H
08/11/2014,QPR,ManCity,2,2,D
08/11/2014,Southampton,Leicester,2,0,H
08/11/2014,WestHamUnited,AstonVilla,0,0,D
03/11/2014,CrystalPalace,Sunderland,1,3,A
02/11/2014,AstonVilla,Tottenham,1,2,A
02/11/2014,ManCity,ManchesterUnited,1,0,H
01/11/2014,Arsenal,Burnley,3,0,H
01/11/2014,Chelsea,QPR,2,1,H
01/11/2014,Everton,SwanseaCity,0,0,D
01/11/2014,HullCity,Southampton,0,1,A
01/11/2014,Leicester,WestBromwichAlbion,0,1,A
01/11/2014,Newcastle,Liverpool,1,0,H
01/11/2014,Stoke,WestHamUnited,2,2,D
27/10/2014,QPR,AstonVilla,2,0,H
26/10/2014,Burnley,Everton,1,3,A
26/10/2014,ManchesterUnited,Chelsea,1,1,D
26/10/2014,Tottenham,Newcastle,1,2,A
25/10/2014,Liverpool,HullCity,0,0,D
25/10/2014,Southampton,Stoke,1,0,H
25/10/2014,Sunderland,Arsenal,0,2,A
25/10/2014,SwanseaCity,Leicester,2,0,H
25/10/2014,WestBromwichAlbion,CrystalPalace,2,2,D
25/10/2014,WestHamUnited,ManCity,2,1,H
20/10/2014,WestBromwichAlbion,ManchesterUnited,2,2,D
19/10/2014,QPR,Liverpool,2,3,A
19/10/2014,Stoke,SwanseaCity,2,1,H
18/10/2014,Arsenal,HullCity,2,2,D
18/10/2014,Burnley,WestHamUnited,1,3,A
18/10/2014,CrystalPalace,Chelsea,1,2,A
18/10/2014,Everton,AstonVilla,3,0,H
18/10/2014,ManCity,Tottenham,4,1,H
18/10/2014,Newcastle,Leicester,1,0,H
18/10/2014,Southampton,Sunderland,8,0,H
05/10/2014,Chelsea,Arsenal,2,0,H
05/10/2014,ManchesterUnited,Everton,2,1,H
05/10/2014,Tottenham,Southampton,1,0,H
05/10/2014,WestHamUnited,QPR,2,0,H
04/10/2014,AstonVilla,ManCity,0,2,A
04/10/2014,HullCity,CrystalPalace,2,0,H
04/10/2014,Leicester,Burnley,2,2,D
04/10/2014,Liverpool,WestBromwichAlbion,2,1,H
04/10/2014,Sunderland,Stoke,3,1,H
04/10/2014,SwanseaCity,Newcastle,2,2,D
29/09/2014,Stoke,Newcastle,1,0,H
28/09/2014,WestBromwichAlbion,Burnley,4,0,H
27/09/2014,Arsenal,Tottenham,1,1,D
27/09/2014,Chelsea,AstonVilla,3,0,H
27/09/2014,CrystalPalace,Leicester,2,0,H
27/09/2014,HullCity,ManCity,2,4,A
27/09/2014,Liverpool,Everton,1,1,D
27/09/2014,ManchesterUnited,WestHamUnited,2,1,H
27/09/2014,Southampton,QPR,2,1,H
27/09/2014,Sunderland,SwanseaCity,0,0,D
21/09/2014,Everton,CrystalPalace,2,3,A
21/09/2014,Leicester,ManchesterUnited,5,3,H
21/09/2014,ManCity,Chelsea,1,1,D
21/09/2014,Tottenham,WestBromwichAlbion,0,1,A
20/09/2014,AstonVilla,Arsenal,0,3,A
20/09/2014,Burnley,Sunderland,0,0,D
20/09/2014,Newcastle,HullCity,2,2,D
20/09/2014,QPR,Stoke,2,2,D
20/09/2014,SwanseaCity,Southampton,0,1,A
20/09/2014,WestHamUnited,Liverpool,3,1,H
15/09/2014,HullCity,WestHamUnited,2,2,D
14/09/2014,ManchesterUnited,QPR,4,0,H
13/09/2014,Arsenal,ManCity,2,2,D
13/09/2014,Chelsea,SwanseaCity,4,2,H
13/09/2014,CrystalPalace,Burnley,0,0,D
13/09/2014,Liverpool,AstonVilla,0,1,A
13/09/2014,Southampton,Newcastle,4,0,H
13/09/2014,Stoke,Leicester,0,1,A
13/09/2014,Sunderland,Tottenham,2,2,D
13/09/2014,WestBromwichAlbion,Everton,0,2,A
31/08/2014,AstonVilla,HullCity,2,1,H
31/08/2014,Leicester,Arsenal,1,1,D
31/08/2014,Tottenham,Liverpool,0,3,A
30/08/2014,Burnley,ManchesterUnited,0,0,D
30/08/2014,Everton,Chelsea,3,6,A
30/08/2014,ManCity,Stoke,0,1,A
30/08/2014,Newcastle,CrystalPalace,3,3,D
30/08/2014,QPR,Sunderland,1,0,H
30/08/2014,SwanseaCity,WestBromwichAlbion,3,0,H
30/08/2014,WestHamUnited,Southampton,1,3,A
25/08/2014,ManCity,Liverpool,3,1,H
24/08/2014,HullCity,Stoke,1,1,D
24/08/2014,Sunderland,ManchesterUnited,1,1,D
24/08/2014,Tottenham,QPR,4,0,H
23/08/2014,AstonVilla,Newcastle,0,0,D
23/08/2014,Chelsea,Leicester,2,0,H
23/08/2014,CrystalPalace,WestHamUnited,1,3,A
23/08/2014,Everton,Arsenal,2,2,D
23/08/2014,Southampton,WestBromwichAlbion,0,0,D
23/08/2014,SwanseaCity,Burnley,1,0,H
18/08/2014,Burnley,Chelsea,1,3,A
17/08/2014,Liverpool,Southampton,2,1,H
17/08/2014,Newcastle,ManCity,0,2,A
16/08/2014,Arsenal,CrystalPalace,2,1,H
16/08/2014,Leicester,Everton,2,2,D
16/08/2014,ManchesterUnited,SwanseaCity,1,2,A
16/08/2014,QPR,HullCity,0,1,A
16/08/2014,Stoke,AstonVilla,0,1,A
16/08/2014,WestBromwichAlbion,Sunderland,2,2,D
16/08/2014,WestHamUnited,Tottenham,0,1,A
11/05/2014,Cardiff,Chelsea,1,2,A
11/05/2014,Fulham,CrystalPalace,2,2,D
11/05/2014,HullCity,Everton,0,2,A
11/05/2014,Liverpool,Newcastle,2,1,H
11/05/2014,ManCity,WestHamUnited,2,0,H
11/05/2014,Norwich,Arsenal,0,2,A
11/05/2014,Southampton,ManchesterUnited,1,1,D
11/05/2014,Sunderland,SwanseaCity,1,3,A
11/05/2014,Tottenham,AstonVilla,3,0,H
11/05/2014,WestBromwichAlbion,Stoke,1,2,A
07/05/2014,ManCity,AstonVilla,4,0,H
07/05/2014,Sunderland,WestBromwichAlbion,2,0,H
06/05/2014,ManchesterUnited,HullCity,3,1,H
05/05/2014,CrystalPalace,Liverpool,3,3,D
04/05/2014,Arsenal,WestBromwichAlbion,1,0,H
04/05/2014,Chelsea,Norwich,0,0,D
03/05/2014,AstonVilla,HullCity,3,1,H
03/05/2014,Everton,ManCity,2,3,A
03/05/2014,ManchesterUnited,Sunderland,0,1,A
03/05/2014,Newcastle,Cardiff,3,0,H
03/05/2014,Stoke,Fulham,4,1,H
03/05/2014,SwanseaCity,Southampton,0,1,A
03/05/2014,WestHamUnited,Tottenham,2,0,H
28/04/2014,Arsenal,Newcastle,3,0,H
27/04/2014,CrystalPalace,ManCity,0,2,A
27/04/2014,Liverpool,Chelsea,0,2,A
27/04/2014,Sunderland,Cardiff,4,0,H
26/04/2014,Fulham,HullCity,2,2,D
26/04/2014,ManchesterUnited,Norwich,4,0,H
26/04/2014,Southampton,Everton,2,0,H
26/04/2014,Stoke,Tottenham,0,1,A
26/04/2014,SwanseaCity,AstonVilla,4,1,H
26/04/2014,WestBromwichAlbion,WestHamUnited,1,0,H
21/04/2014,ManCity,WestBromwichAlbion,3,1,H
20/04/2014,Everton,ManchesterUnited,2,0,H
20/04/2014,HullCity,Arsenal,0,3,A
20/04/2014,Norwich,Liverpool,2,3,A
19/04/2014,AstonVilla,Southampton,0,0,D
19/04/2014,Cardiff,Stoke,1,1,D
19/04/2014,Chelsea,Sunderland,1,2,A
19/04/2014,Newcastle,SwanseaCity,1,2,A
19/04/2014,Tottenham,Fulham,3,1,H
19/04/2014,WestHamUnited,CrystalPalace,0,1,A
16/04/2014,Everton,CrystalPalace,2,3,A
16/04/2014,ManCity,Sunderland,2,2,D
15/04/2014,Arsenal,WestHamUnited,3,1,H
13/04/2014,Liverpool,ManCity,3,2,H
13/04/2014,SwanseaCity,Chelsea,0,1,A
12/04/2014,CrystalPalace,AstonVilla,1,0,H
12/04/2014,Fulham,Norwich,1,0,H
12/04/2014,Southampton,Cardiff,0,1,A
12/04/2014,Stoke,Newcastle,1,0,H
12/04/2014,Sunderland,Everton,0,1,A
12/04/2014,WestBromwichAlbion,Tottenham,3,3,D
07/04/2014,Tottenham,Sunderland,5,1,H
06/04/2014,Everton,Arsenal,3,0,H
06/04/2014,WestHamUnited,Liverpool,1,2,A
05/04/2014,AstonVilla,Fulham,1,2,A
05/04/2014,Cardiff,CrystalPalace,0,3,A
05/04/2014,Chelsea,Stoke,3,0,H
05/04/2014,HullCity,SwanseaCity,1,0,H
05/04/2014,ManCity,Southampton,4,1,H
05/04/2014,Newcastle,ManchesterUnited,0,4,A
05/04/2014,Norwich,WestBromwichAlbion,0,1,A
31/03/2014,Sunderland,WestHamUnited,1,2,A
30/03/2014,Fulham,Everton,1,3,A
30/03/2014,Liverpool,Tottenham,4,0,H
29/03/2014,Arsenal,ManCity,1,1,D
29/03/2014,CrystalPalace,Chelsea,1,0,H
29/03/2014,ManchesterUnited,AstonVilla,4,1,H
29/03/2014,Southampton,Newcastle,4,0,H
29/03/2014,Stoke,HullCity,1,0,H
29/03/2014,SwanseaCity,Norwich,3,0,H
29/03/2014,WestBromwichAlbion,Cardiff,3,3,D
26/03/2014,Liverpool,Sunderland,2,1,H
26/03/2014,WestHamUnited,HullCity,2,1,H
25/03/2014,Arsenal,SwanseaCity,2,2,D
25/03/2014,ManchesterUnited,ManCity,0,3,A
25/03/2014,Newcastle,Everton,0,3,A
23/03/2014,AstonVilla,Stoke,1,4,A
23/03/2014,Tottenham,Southampton,3,2,H
22/03/2014,Cardiff,Liverpool,3,6,A
22/03/2014,Chelsea,Arsenal,6,0,H
22/03/2014,Everton,SwanseaCity,3,2,H
22/03/2014,HullCity,WestBromwichAlbion,2,0,H
22/03/2014,ManCity,Fulham,5,0,H
22/03/2014,Newcastle,CrystalPalace,1,0,H
22/03/2014,Norwich,Sunderland,2,0,H
22/03/2014,WestHamUnited,ManchesterUnited,0,2,A
16/03/2014,ManchesterUnited,Liverpool,0,3,A
16/03/2014,Tottenham,Arsenal,0,1,A
15/03/2014,AstonVilla,Chelsea,1,0,H
15/03/2014,Everton,Cardiff,2,1,H
15/03/2014,Fulham,Newcastle,1,0,H
15/03/2014,HullCity,ManCity,0,2,A
15/03/2014,Southampton,Norwich,4,2,H
15/03/2014,Stoke,WestHamUnited,3,1,H
15/03/2014,Sunderland,CrystalPalace,0,0,D
15/03/2014,SwanseaCity,WestBromwichAlbion,1,2,A
08/03/2014,Cardiff,Fulham,3,1,H
08/03/2014,Chelsea,Tottenham,4,0,H
08/03/2014,CrystalPalace,Southampton,0,1,A
08/03/2014,Norwich,Stoke,1,1,D
08/03/2014,WestBromwichAlbion,ManchesterUnited,0,3,A
02/03/2014,AstonVilla,Norwich,4,1,H
02/03/2014,SwanseaCity,CrystalPalace,1,1,D
02/03/2014,Tottenham,Cardiff,1,0,H
01/03/2014,Everton,WestHamUnited,1,0,H
01/03/2014,Fulham,Chelsea,1,3,A
01/03/2014,HullCity,Newcastle,1,4,A
01/03/2014,Southampton,Liverpool,0,3,A
01/03/2014,Stoke,Arsenal,1,0,H
23/02/2014,Liverpool,SwanseaCity,4,3,H
23/02/2014,Newcastle,AstonVilla,1,0,H
23/02/2014,Norwich,Tottenham,1,0,H
22/02/2014,Arsenal,Sunderland,4,1,H
22/02/2014,Cardiff,HullCity,0,4,A
22/02/2014,Chelsea,Everton,1,0,H
22/02/2014,CrystalPalace,ManchesterUnited,0,2,A
22/02/2014,ManCity,Stoke,1,0,H
22/02/2014,WestBromwichAlbion,Fulham,1,1,D
22/02/2014,WestHamUnited,Southampton,3,1,H
12/02/2014,Arsenal,ManchesterUnited,0,0,D
12/02/2014,Fulham,Liverpool,2,3,A
12/02/2014,Newcastle,Tottenham,0,4,A
12/02/2014,Stoke,SwanseaCity,1,1,D
11/02/2014,Cardiff,AstonVilla,0,0,D
11/02/2014,HullCity,Southampton,0,1,A
11/02/2014,WestBromwichAlbion,Chelsea,1,1,D
11/02/2014,WestHamUnited,Norwich,2,0,H
09/02/2014,ManchesterUnited,Fulham,2,2,D
09/02/2014,Tottenham,Everton,1,0,H
08/02/2014,AstonVilla,WestHamUnited,0,2,A
08/02/2014,Chelsea,Newcastle,3,0,H
08/02/2014,CrystalPalace,WestBromwichAlbion,3,1,H
08/02/2014,Liverpool,Arsenal,5,1,H
08/02/2014,Norwich,ManCity,0,0,D
08/02/2014,Southampton,Stoke,2,2,D
08/02/2014,Sunderland,HullCity,0,2,A
08/02/2014,SwanseaCity,Cardiff,3,0,H
03/02/2014,ManCity,Chelsea,0,1,A
02/02/2014,Arsenal,CrystalPalace,2,0,H
02/02/2014,WestBromwichAlbion,Liverpool,1,1,D
01/02/2014,Cardiff,Norwich,2,1,H
01/02/2014,Everton,AstonVilla,2,1,H
01/02/2014,Fulham,Southampton,0,3,A
01/02/2014,HullCity,Tottenham,1,1,D
01/02/2014,Newcastle,Sunderland,0,3,A
01/02/2014,Stoke,ManchesterUnited,2,1,H
01/02/2014,WestHamUnited,SwanseaCity,2,0,H
29/01/2014,AstonVilla,WestBromwichAlbion,4,3,H
29/01/2014,Chelsea,WestHamUnited,0,0,D
29/01/2014,Sunderland,Stoke,1,0,H
29/01/2014,Tottenham,ManCity,1,5,A
28/01/2014,CrystalPalace,HullCity,1,0,H
28/01/2014,Liverpool,Everton,4,0,H
28/01/2014,ManchesterUnited,Cardiff,2,0,H
28/01/2014,Norwich,Newcastle,0,0,D
28/01/2014,Southampton,Arsenal,2,2,D
